city,GEOID,lst_c,hi_c,hi_minus_lst,lst_hot_q75,hi_hot_q75,mismatch_class,priority_flag
houston,48201314001,49.585291109702126,34.17749953067773,-15.407791579024398,False,False,Neither hotspot,False
houston,48201320602,48.50847390151833,34.175943089573586,-14.332530811944743,False,False,Neither hotspot,False
houston,48201450100,47.05637235540885,34.182124562548104,-12.874247792860743,False,False,Neither hotspot,False
houston,48201433400,47.66044463795744,34.19907681151132,-13.461367826446121,False,True,HI-only hotspot,True
houston,48201450200,47.257161706316836,34.182124562548104,-13.075037143768732,False,False,Neither hotspot,False
houston,48201450500,46.62825394813507,34.20131872067585,-12.426935227459218,False,True,HI-only hotspot,True
houston,48201453800,47.57711618140138,34.32713300899536,-13.249983172406019,False,True,HI-only hotspot,True
houston,48201340600,47.45207256150812,34.30535637413309,-13.146716187375027,False,True,HI-only hotspot,True
houston,48201340800,47.02002145973255,34.30535637413309,-12.714665085599457,False,True,HI-only hotspot,True
houston,48201433300,48.90377900719806,34.19907681151132,-14.704702195686743,False,True,HI-only hotspot,True
houston,48201520502,49.04700753898576,34.06943130034954,-14.977576238636217,False,False,Neither hotspot,False
houston,48201520604,48.60160988335541,34.06943130034954,-14.532178583005866,False,False,Neither hotspot,False
houston,48201250602,37.905648209972895,34.06298350196785,-3.842664708005046,False,False,Neither hotspot,True
houston,48201433100,50.55225658873271,34.19907681151132,-16.353179777221392,True,True,Both LST and HI hotspot,False
houston,48201520200,47.795834443248815,34.19809785111112,-13.597736592137693,False,True,HI-only hotspot,True
houston,48157670603,46.50911516992338,34.17742101917764,-12.33169415074574,False,False,Neither hotspot,True
houston,48157673007,39.30157772832825,34.18258016559219,-5.118997562736055,False,False,Neither hotspot,True
houston,48157673006,39.00644930343695,34.18258016559219,-4.82386913784476,False,False,Neither hotspot,True
houston,48201423100,49.25349212495132,34.19907681151132,-15.054415313440003,False,True,HI-only hotspot,True
houston,48201410401,48.933719007147445,34.19809785111112,-14.735621156036323,False,True,HI-only hotspot,True
houston,48201431801,47.775134722334414,34.19809785111112,-13.577036871223292,False,True,HI-only hotspot,True
houston,48201422702,46.30354441663502,34.19907681151132,-12.104467605123702,False,True,HI-only hotspot,True
houston,48201422701,47.74225209302978,34.194535959898005,-13.547716133131772,False,False,Neither hotspot,False
houston,48201313901,50.44545205862003,34.18305435169938,-16.262397706920645,True,False,LST-only hotspot,False
houston,48201314003,50.4817997026693,34.18305435169938,-16.298745350969917,True,False,LST-only hotspot,False
houston,48201314402,51.15988738302475,34.189995108284705,-16.969892274740047,True,False,LST-only hotspot,False
houston,48201412201,48.26575316937445,34.19809785111112,-14.067655318263327,False,True,HI-only hotspot,True
houston,48201411902,46.98959032648282,34.171944709656074,-12.817645616826745,False,False,Neither hotspot,False
houston,48201313801,49.98541836662992,34.18305435169938,-15.80236401493054,True,False,LST-only hotspot,False
houston,48201333501,49.71590677247366,34.175943089573586,-15.539963682900073,True,False,LST-only hotspot,False
houston,48201333302,48.284166238593826,34.175943089573586,-14.10822314902024,False,False,Neither hotspot,False
houston,48201431505,51.56160008155973,34.19809785111112,-17.36350223044861,True,True,Both LST and HI hotspot,False
houston,48201410704,49.70592468789937,34.171944709656074,-15.533979978243295,True,False,LST-only hotspot,False
houston,48201511003,49.561678392762616,34.19809785111112,-15.363580541651494,False,True,HI-only hotspot,True
houston,48201511202,50.969490255523816,34.06943130034954,-16.900058955174273,True,False,LST-only hotspot,False
houston,48201432706,51.02634207019233,34.19809785111112,-16.828244219081206,True,True,Both LST and HI hotspot,False
houston,48201511501,49.67168764423597,34.06943130034954,-15.602256343886431,True,False,LST-only hotspot,False
houston,48201350803,46.30557176707478,34.30535637413309,-12.00021539294169,False,True,HI-only hotspot,True
houston,48201432102,50.10114625819671,34.182124562548104,-15.919021695648603,True,False,LST-only hotspot,False
houston,48201554809,48.381186596864104,33.80729690919834,-14.573889687665762,False,False,Neither hotspot,False
houston,48201532102,48.84775838376417,34.06943130034954,-14.77832708341463,False,False,Neither hotspot,False
houston,48201532302,49.180401688256495,34.07025438200507,-15.110147306251427,False,False,Neither hotspot,False
houston,48201350104,45.49272250219501,34.184396149132105,-11.308326353062903,False,False,Neither hotspot,True
houston,48201411504,49.57311417377983,34.19809785111112,-15.375016322668706,False,True,HI-only hotspot,True
houston,48201411506,51.19345412337632,34.19809785111112,-16.995356272265198,True,True,Both LST and HI hotspot,False
houston,48201411505,50.513826849116874,34.19809785111112,-16.315728998005753,True,True,Both LST and HI hotspot,False
houston,48201220702,47.18297497667942,34.06312454115072,-13.119850435528697,False,False,Neither hotspot,False
houston,48201341001,49.00627332703772,34.30535637413309,-14.700916952904628,False,True,HI-only hotspot,True
