city,i,j,class_i,class_j,pair_label,same_class
las_vegas,173,236,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,173,340,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,173,341,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,173,317,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,174,251,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,174,252,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,174,295,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,174,342,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,174,224,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,174,249,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,176,230,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,176,383,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,176,361,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,176,178,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,176,226,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,176,381,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,176,382,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,176,177,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,177,178,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,177,302,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,177,434,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,178,361,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,178,408,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,178,434,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,179,180,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,179,440,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,179,182,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,179,249,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,179,349,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,179,350,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,180,181,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,180,440,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,180,295,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,180,249,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,181,375,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,181,354,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,181,440,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,181,295,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,182,440,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,182,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,182,350,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,183,260,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,183,304,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,184,285,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,184,452,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,184,267,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
las_vegas,184,453,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,184,426,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,185,274,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
las_vegas,185,443,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
las_vegas,185,257,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,186,352,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,186,234,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,187,190,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,187,358,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,187,219,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,187,232,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,187,323,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,188,192,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,188,325,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,188,189,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,188,432,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,188,402,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,189,191,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,189,432,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,189,402,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,190,375,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,190,358,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,190,232,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,191,330,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,191,332,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,192,377,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,192,324,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,192,325,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,192,307,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,193,431,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,193,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,193,380,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,194,437,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,194,248,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,194,385,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,194,333,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,194,334,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,194,436,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,195,237,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,195,238,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,195,283,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,195,196,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,195,280,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,195,203,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,196,283,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,196,203,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,196,387,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,196,293,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,197,203,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,197,387,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,197,204,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,198,265,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,198,395,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,198,208,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,198,266,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,198,207,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,198,254,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,199,432,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,199,402,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,199,200,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,201,339,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,201,255,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,201,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,201,438,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,202,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,202,282,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,202,283,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,203,387,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,203,281,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,203,204,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,204,281,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,204,398,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,205,319,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,205,237,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,205,445,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,205,306,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,205,343,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,205,279,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,205,344,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,205,422,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,206,385,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,206,286,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,207,265,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,207,208,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,207,235,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,207,423,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,207,266,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,208,390,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,208,235,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,208,423,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,208,331,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,209,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,209,210,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,209,278,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,209,315,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,209,305,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,209,379,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,210,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,210,211,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,210,278,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,210,315,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,210,305,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,211,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,211,272,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,211,369,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,212,435,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,212,403,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,212,327,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,212,326,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,212,302,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,212,434,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,212,328,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,213,218,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
las_vegas,213,335,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
las_vegas,213,296,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
las_vegas,213,219,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,213,323,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,214,348,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,214,392,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,215,223,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,216,410,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,217,220,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,217,391,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,217,230,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,218,347,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,218,234,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,218,335,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,218,351,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,218,243,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,219,358,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,219,232,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,219,323,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,220,270,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,220,391,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,221,394,Both LST and HI hotspot,LST-only hotspot,Both | LST-only,False
las_vegas,221,401,Both LST and HI hotspot,LST-only hotspot,Both | LST-only,False
las_vegas,221,222,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,222,394,Both LST and HI hotspot,LST-only hotspot,Both | LST-only,False
las_vegas,222,401,Both LST and HI hotspot,LST-only hotspot,Both | LST-only,False
las_vegas,222,223,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,223,394,Both LST and HI hotspot,LST-only hotspot,Both | LST-only,False
las_vegas,223,353,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,223,348,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,224,342,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,224,249,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,224,339,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,224,255,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,225,418,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,225,365,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,225,389,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,225,406,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,225,405,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,225,390,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,225,242,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,225,303,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,225,246,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,226,229,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,226,227,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,226,384,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,226,381,HI-only hotspot,Neither hotspot,HI-only | Neither,False
las_vegas,227,228,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,227,229,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,227,384,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,227,316,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,228,420,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,229,270,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,229,420,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,229,262,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,229,263,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,229,384,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,230,391,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,230,383,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,230,408,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,231,362,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,231,330,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,232,323,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,233,322,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,233,275,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,233,259,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,233,360,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,233,356,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,233,375,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,233,354,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,233,374,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,234,326,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,234,347,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,234,335,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,235,367,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,235,320,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,235,366,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,235,414,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,235,423,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,235,266,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,236,369,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,236,340,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,236,278,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,237,319,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,237,238,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,237,280,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,237,343,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,238,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,238,319,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,238,282,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,239,442,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,239,427,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,239,261,HI-only hotspot,HI-only hotspot,HI-only | HI-only,True
las_vegas,240,320,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,240,366,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,242,405,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,242,390,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,242,254,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,242,303,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,242,246,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,242,245,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,243,347,Neither hotspot,Both LST and HI hotspot,Both | Neither,False
las_vegas,243,336,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,243,351,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,243,358,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,244,276,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,244,268,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,245,254,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,245,322,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,245,368,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,245,246,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,245,275,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,245,302,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,246,254,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,246,368,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,246,291,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,246,329,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,246,303,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,248,437,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,248,385,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,249,295,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,249,342,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,249,339,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,249,349,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,249,255,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,249,350,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,250,425,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,251,301,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,251,300,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,251,355,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,251,252,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,252,354,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,252,300,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,252,355,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,252,295,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,253,299,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,253,448,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,253,400,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,254,390,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,254,331,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,254,322,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,255,339,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,255,349,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,255,363,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,256,275,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,256,444,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,256,318,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,257,274,Both LST and HI hotspot,Neither hotspot,Both | Neither,False
las_vegas,258,393,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,258,419,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,258,352,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,258,456,Both LST and HI hotspot,Both LST and HI hotspot,Both | Both,True
las_vegas,258,285,Both LST and HI hotspot,HI-only hotspot,Both | HI-only,False
las_vegas,259,275,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,259,360,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,260,446,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,260,362,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,260,378,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,261,442,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,261,427,HI-only hotspot,Both LST and HI hotspot,Both | HI-only,False
las_vegas,262,399,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,262,421,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,262,420,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,262,409,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,262,263,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,263,264,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,263,270,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,264,442,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
las_vegas,264,345,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,264,394,LST-only hotspot,LST-only hotspot,LST-only | LST-only,True
las_vegas,264,346,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,264,454,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,264,271,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,264,270,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,264,430,LST-only hotspot,HI-only hotspot,HI-only | LST-only,False
las_vegas,264,348,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
las_vegas,264,273,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,264,399,LST-only hotspot,Neither hotspot,LST-only | Neither,False
las_vegas,265,395,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,265,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,265,266,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,266,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,266,414,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,267,285,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,267,452,Neither hotspot,Both LST and HI hotspot,Both | Neither,False
las_vegas,267,451,Neither hotspot,Both LST and HI hotspot,Both | Neither,False
las_vegas,267,450,Neither hotspot,Both LST and HI hotspot,Both | Neither,False
las_vegas,267,298,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,267,448,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,267,400,Neither hotspot,LST-only hotspot,LST-only | Neither,False
las_vegas,268,436,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,269,373,LST-only hotspot,Both LST and HI hotspot,Both | LST-only,False
las_vegas,271,454,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,271,429,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,272,404,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,272,380,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,272,313,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,272,369,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,273,418,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,273,365,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,273,389,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,273,406,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,273,405,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,273,367,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,273,399,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,273,338,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,274,428,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,274,443,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,275,322,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,275,444,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,275,302,Neither hotspot,HI-only hotspot,HI-only | Neither,False
las_vegas,275,359,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,275,360,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,276,397,Neither hotspot,Neither hotspot,Neither | Neither,True
las_vegas,276,404,Neither hotspot,Neither hotspot,Neither | Neither,True
